glc_class,weighted_mean_canopy,weighted_std_canopy,total_area_Mha
51 Open evergreen broadleaved,60.224688051666185,16.00098508365594,2.82790846107403
52 Closed evergreen broadleaved,54.35896783667868,9.72437941029689,0.10095548720626782
61 Open deciduous broadleaved,52.86866564030558,20.278712199781737,4.562894782592847
62 Closed deciduous broadleaved,68.2083350797997,14.549991593566023,85.71238340000973
71 Open evergreen needleleaved,28.15127753691206,10.247421350883192,21.094312639266406
72 Closed evergreen needleleaved,56.42918610631067,16.621271660982444,83.47926148824943
81 Open deciduous needleleaved,66.71728171595275,15.985237580264624,15.363469289657399
82 Closed deciduous needleleaved,55.07714920046604,17.23313407160265,0.45043574747237836
91 Open mixed forest,37.02217834535649,16.57324898792548,0.491002599273232
