country_na,threshold,sum
Canada,50,0.004708908342225734
United States,50,55.624310126043106
Canada,50,100.74637206809768
Canada,50,6.111118395819972
Canada,50,0.0
Canada,50,0.0
Canada,50,24.785244912881208
Canada,50,53.26201760863707
United States,50,36.844886373906924
United States,50,11.10377584379055
Bolivia,50,57.508131265906314
Chile,50,16.447312973872
Paraguay,50,14.081018384647168
Argentina,50,23.155322891918495
Uruguay,50,1.38995916884725
Ecuador,50,17.91872752793148
Venezuela,50,53.75549738511595
Suriname,50,13.836719448466964
Guyana,50,18.98073655210052
Colombia,50,78.28876832312177
Peru,50,76.83826921971219
Brazil,50,475.3378955315959
El Salvador,50,0.8109761995330804
Guatemala,50,6.947300565383201
Panama,50,5.424070896532455
Costa Rica,50,3.6828270778223144
Nicaragua,50,7.086142764031934
Honduras,50,6.694701501964687
Belize,50,1.7170894811355706
