country_na,threshold,sum
Chad,50,0.00727755357687495
Malawi,50,0.3132421080180037
Zambia,50,9.22192793271933
Zimbabwe,50,0.29882155347290523
Botswana,50,0.0013229667303201354
Namibia,50,5.926744610568414E-4
Angola,50,31.947756684279202
Burundi,50,0.1410707177318337
Rwanda,50,0.20607894693222048
South Africa,50,3.16587342945363
Lesotho,50,5.246704379527854E-4
Swaziland,50,0.1997073523628204
Niger,50,4.361968994140625E-7
Sudan,50,9.337235999078185E-4
Libya,50,0.0018028433175052206
Tunisia,50,0.1790916084026751
Egypt,50,0.014955697417415138
Eritrea,50,2.3341256835937497E-6
Ethiopia,50,5.432107216723453
Djibouti,50,8.74137451171875E-8
Somalia,50,0.016499645215550786
Kenya,50,1.8838807398251427
Uganda,50,3.271003513613196
Tanzania,50,9.701794585863887
Mozambique,50,10.481227041035755
Comoros,50,0.10572142479418309
Madagascar,50,12.228114271107843
Cabo Verde,50,0.0037366388080049377
Mauritania,50,1.5590537164306655E-5
Morocco,50,0.44054215618422177
Algeria,50,0.8996510089250517
Mali,50,3.87485105947409E-4
Burkina Faso,50,5.876804614257811E-6
Togo,50,0.12446025460604679
Ghana,50,4.259902962299736
Cote d'Ivoire,50,6.377687765153452
Guinea,50,2.1403491944848456
Senegal,50,0.0020294677710486096
"Gambia, The",50,3.648192939453125E-5
Guinea-Bissau,50,0.3034384728297746
Sierra Leone,50,3.5838356736234167
Liberia,50,9.063157567201412
Benin,50,0.009037705826826522
Nigeria,50,4.734884305155431
Cameroon,50,25.247377607578667
Equatorial Guinea,50,2.6275382732218238
Sao Tome & Principe,50,0.013073256800735627
Gabon,50,24.06642894065651
Rep of the Congo,50,24.0378513083876
Central African Rep,50,30.78394677493149
Dem Rep of the Congo,50,164.48624254578357
Japan,50,25.83932918675791
"Korea, South",50,4.479341450430525
"Korea, North",50,4.093025477939867
China,50,30.744890257546718
China,50,1.0739158692784099
China,50,26.22338091098172
China,50,73.48607106217582
Russia,50,88.78557407382685
Ukraine,50,9.682725665151821
Romania,50,7.3936860385982675
Moldova,50,0.31663583887796865
Russia,50,77.33599716932775
Finland,50,18.158943927625245
Norway,50,9.536579396114359
Andorra,50,0.01690392591610712
Italy,50,8.378825068263737
Monaco,50,6.50130126953125E-8
Malta,50,7.84743053166408E-5
San Marino,50,6.138521473442555E-4
Croatia,50,2.202800558250423
Albania,50,0.5373822825876876
Bosnia & Herzegovina,50,2.4850794058705983
Montenegro,50,0.5727948011197137
Serbia,50,2.4862889446006764
Greece,50,2.953515003875569
Macedonia,50,0.7221120459813051
Bulgaria,50,3.8329025723338828
Portugal,50,1.5783954650372392
Spain,50,8.071856839487346
France,50,15.28956830589337
Sweden,50,23.862929215379904
Denmark,50,0.5565937798646963
Estonia,50,2.4599161288519484
Latvia,50,3.312139038835497
Lithuania,50,2.17064518047754
Belarus,50,8.413156029549095
Poland,50,9.550281986243519
Germany,50,11.715298548946159
Czechia,50,2.8866371931323322
Slovakia,50,2.292012819921973
Hungary,50,1.8017408729037354
Slovenia,50,1.264475260762606
Austria,50,4.11989201672049
Switzerland,50,1.4468811640021697
Liechtenstein,50,0.008001336850372643
Luxembourg,50,0.09755357148774847
Netherlands,50,0.4744343802672371
Belgium,50,0.7779168288692296
United Kingdom,50,2.9515709297572648
Ireland,50,0.6366526489579291
Iceland,50,0.0
Russia,50,176.15214673697204
Russia,50,99.84709816130025
Mongolia,50,1.8545467182621793
Russia,50,57.30518967541698
Russia,50,101.77219579744028
Maldives,50,8.546814640984498E-4
Bhutan,50,2.365790468208461
Afghanistan,50,0.14675913398591528
Pakistan,50,0.6801163391421728
Nepal,50,4.310678033047618
Sri Lanka,50,3.5546343621859906
India,50,30.41001816392262
Bangladesh,50,1.5082787312282715
Palau,50,0.037758547210655385
Nauru,50,0.0
Tuvalu,50,0.0
Cook Is,50,0.0
Tonga,50,0.0
Niue,50,0.0
Samoa,50,0.0
Marshall Is,50,0.0
Kiribati,50,0.0
Fed States of Micronesia,50,0.003596926240792126
Papua New Guinea,50,41.63107024314008
Solomon Is,50,2.5494285024051386
New Zealand,50,10.66728296813579
Fiji,50,1.386843127583253
Vanuatu,50,1.0350892847605264
Indonesia,50,153.6425946997117
Singapore,50,0.01619593803310195
Brunei,50,0.5311636181976227
Philippines,50,16.983960255985032
Timor-Leste,50,0.6182240517191114
Malaysia,50,28.82277933539098
Thailand,50,17.950703188312247
Burma,50,39.59067935514697
Laos,50,18.126165657681582
Cambodia,50,7.491060043854504
Vietnam,50,14.736396445561407
Oman,50,2.519106811523437E-7
United Arab Emirates,50,0.0
Qatar,50,0.0
Bahrain,50,0.0
Iran,50,1.5491336690221604
Kuwait,50,0.0
Azerbaijan,50,1.1129157253139648
Armenia,50,0.2993558534942673
Georgia,50,2.957247600639446
Turkey,50,8.209831207643694
Cyprus,50,0.061380138297790064
Israel,50,0.017029561911002702
Jordan,50,0.0015395667241088664
Saudi Arabia,50,6.819636358642578E-6
West Bank,50,1.5814409057844555E-4
West Bank,50,0.0
Iraq,50,0.006458416080125722
Syria,50,0.08279709922885659
Lebanon,50,0.04390152067880216
Syria,50,2.1733285347996107E-5
Syria,50,0.0011579452167715873
Israel,50,4.5271083984375E-7
Syria,50,4.892417190173584E-5
Syria,50,0.0
Yemen,50,7.824487689208983E-6
Australia,50,25.658737748993957
Cuba,50,3.5852414544192097
Antigua & Barbuda,50,0.017128657370137045
St Kitts & Nevis,50,0.012247418352675158
Dominica,50,0.06679866257498165
Trinidad & Tobago,50,0.3790483197034529
Grenada,50,0.026790066153344554
Saint Lucia,50,0.048989128965516264
St Vincent & the Grenadines,50,0.025985773669207377
Barbados,50,0.004638286220541272
Dominican Republic,50,2.2441254470623204
Haiti,50,0.6560014781833147
Jamaica,50,0.7303860534056252
Cuba,50,1.0373373740083563E-4
Turkmenistan,50,0.005718007323293542
Kyrgyzstan,50,0.4326953556910872
Kazakhstan,50,3.1350419562800163
Tajikistan,50,0.019286389389769735
Uzbekistan,50,0.052202865538076834
Mauritius,50,0.05057744422932727
Seychelles,50,0.002576261894181964
Mexico,50,42.339208229205745
United States,50,103.66757479810562
"Bahamas, The",50,0.24510344992555488
Canada,50,138.73429103543324
