country,threshold,area_Mha,region,subregion,FAO_2000_Mha,deviation_Mha,deviation_%
Australia,30.0,42.12558022496415,Asia and the Pacific,Pacific Region,132.907,-90.78141977503586,0.5139267936894701
Australia,40.0,35.93177980053465,Asia and the Pacific,Pacific Region,132.907,-96.97522019946535,0.548990796882719
Australia,50.0,25.65873774899396,Asia and the Pacific,Pacific Region,132.907,-107.24826225100605,0.6071479790029005
Austria,10.0,4.525449977725106,Europe,Western Europe,3.838,0.6874499777251062,4.666928651861477
Austria,20.0,4.430324522332322,Europe,Western Europe,3.838,0.5923245223323219,4.021145354634464
Austria,30.0,4.344282316643867,Europe,Western Europe,3.838,0.5062823166438672,3.437026003397277
Austria,40.0,4.271447695059162,Europe,Western Europe,3.838,0.43344769505916236,2.9425696889960706
Austria,50.0,4.11989201672049,Europe,Western Europe,3.838,0.2818920167204899,1.9136955010418695
Azerbaijan,10.0,1.4998208538670126,Near East,Central Asia,0.987,0.5128208538670126,52.64187773035404
Azerbaijan,20.0,1.402747691510975,Near East,Central Asia,0.987,0.4157476915109749,42.67716294718626
Azerbaijan,30.0,1.2725051151428797,Near East,Central Asia,0.987,0.2855051151428797,29.307554966631017
Azerbaijan,40.0,1.1978371259967553,Near East,Central Asia,0.987,0.2108371259967553,21.642766911773553
Azerbaijan,50.0,1.1129157253139648,Near East,Central Asia,0.987,0.12591572531396478,12.925449825847956
"Bahamas, The",10.0,0.3413132335837751,Americas,Caribbean,0.51,-0.16868676641622493,64.85458147490385
"Bahamas, The",20.0,0.3137929844240349,Americas,Caribbean,0.51,-0.1962070155759651,75.43522321259711
"Bahamas, The",30.0,0.2914922644171906,Americas,Caribbean,0.51,-0.2185077355828094,84.00912556048034
"Bahamas, The",40.0,0.2677811865204678,Americas,Caribbean,0.51,-0.24221881347953222,93.12526469801315
"Bahamas, The",50.0,0.2451034499255548,Americas,Caribbean,0.51,-0.26489655007444524,101.84411767568061
Bahrain,10.0,0.0,Near East,West Asia,0.001,-0.001,100000.0
Bahrain,20.0,0.0,Near East,West Asia,0.001,-0.001,100000.0
Bahrain,30.0,0.0,Near East,West Asia,0.001,-0.001,100000.0
Bahrain,40.0,0.0,Near East,West Asia,0.001,-0.001,100000.0
Bahrain,50.0,0.0,Near East,West Asia,0.001,-0.001,100000.0
Bangladesh,10.0,2.651751364917459,Asia and the Pacific,South Asia,1.92,0.731751364917459,19.85002617506128
Bangladesh,20.0,2.197522395478738,Asia and the Pacific,South Asia,1.92,0.277522395478738,7.528276787075143
Bangladesh,30.0,1.9291116962552377,Asia and the Pacific,South Asia,1.92,0.009111696255237778,0.24717057984043456
Bangladesh,40.0,1.8045661104696409,Asia and the Pacific,South Asia,1.92,-0.11543388953035905,3.131344659569202
Bangladesh,50.0,1.5082787312282715,Asia and the Pacific,South Asia,1.92,-0.41172126877172843,11.16865420930253
Barbados,10.0,0.006099691043378,Americas,Caribbean,0.006,9.969104337799982e-05,276.91956493888836
Barbados,20.0,0.0056124421099161,Americas,Caribbean,0.006,-0.0003875578900839,1076.5496946775
Barbados,30.0,0.005295561391826,Americas,Caribbean,0.006,-0.0007044386081739998,1956.7739115944441
Barbados,40.0,0.0049689612097093,Americas,Caribbean,0.006,-0.0010310387902906998,2863.9966396963882
Barbados,50.0,0.0046382862205412,Americas,Caribbean,0.006,-0.0013617137794588,3782.538276274445
Belarus,10.0,9.71750741851072,Europe,Eastern Europe,8.273,1.444507418510721,2.1105406822572568
Belarus,20.0,9.430437395091094,Europe,Eastern Europe,8.273,1.157437395091094,1.6911084555205347
Belarus,30.0,9.15668270446243,Europe,Eastern Europe,8.273,0.88368270446243,1.2911309932197714
Belarus,40.0,8.923199022213044,Europe,Eastern Europe,8.273,0.6501990222130445,0.949992689798246
Belarus,50.0,8.413156029549095,Europe,Eastern Europe,8.273,0.1401560295490949,0.20477915062006974
Belgium,10.0,0.9787014647237912,Europe,Western Europe,0.667,0.3117014647237911,70.06274929786781
Belgium,20.0,0.916358826555466,Europe,Western Europe,0.667,0.24935882655546593,56.04967229027149
Belgium,30.0,0.8662559293441341,Europe,Western Europe,0.667,0.19925592934413405,44.78778512036351
Belgium,40.0,0.8343529540926294,Europe,Western Europe,0.667,0.1673529540926294,37.61678847816633
Belgium,50.0,0.7779168288692296,Europe,Western Europe,0.667,0.1109168288692296,24.931348913825605
Belize,10.0,1.783887076284156,Americas,Caribbean,1.504,0.2798870762841561,12.373346443356551
Belize,20.0,1.7691417052870173,Americas,Caribbean,1.504,0.2651417052870173,11.721477889060788
Belize,30.0,1.7553250558454216,Americas,Caribbean,1.504,0.25132505584542164,11.110666584384091
Belize,40.0,1.7413527428965745,Americas,Caribbean,1.504,0.2373527428965745,10.492973652554822
Belize,50.0,1.7170894811355706,Americas,Caribbean,1.504,0.21308948113557058,9.42033483121121
Benin,10.0,8.978525507417544,Africa,West Africa,5.674,3.3045255074175435,10.26432620325906
Benin,20.0,1.70462332633696,Africa,West Africa,5.674,-3.9693766736630405,12.329448482280018
Benin,30.0,0.1693673293166799,Africa,West Africa,5.674,-5.50463267068332,17.098171956664967
Benin,40.0,0.046730542324744,Africa,West Africa,5.674,-5.627269457675256,17.479099258747908
Benin,50.0,0.0090377058268265,Africa,West Africa,5.674,-5.664962294173174,17.596178569672364
Bhutan,10.0,2.6781579133981985,Asia and the Pacific,South Asia,2.606,0.07215791339819866,1.0625151798317518
Bhutan,20.0,2.627216930801524,Asia and the Pacific,South Asia,2.606,0.021216930801524203,0.3124163377848186
Bhutan,30.0,2.5759412420343875,Asia and the Pacific,South Asia,2.606,-0.030058757965612415,0.4426110057964768
Bhutan,40.0,2.5158717009673084,Asia and the Pacific,South Asia,2.606,-0.09012829903269148,1.3271265942266104
Bhutan,50.0,2.365790468208461,Asia and the Pacific,South Asia,2.606,-0.24020953179153892,3.5370517501017336
Bolivia,10.0,66.52514088740632,Americas,South America,59.086,7.4391408874063245,0.21308535552240784
Bolivia,20.0,65.59842485121241,Americas,South America,59.086,6.512424851212415,0.18654067529259918
Bolivia,30.0,64.56653764980942,Americas,South America,59.086,5.4805376498094205,0.15698349194334804
Bolivia,40.0,62.90135141488771,Americas,South America,59.086,3.815351414887715,0.10928620992520596
Bolivia,50.0,57.50813126590632,Americas,South America,59.086,-1.577868734093677,0.045196175910746456
Bosnia & Herzegovina,10.0,2.9120025212667047,Europe,Eastern Europe,2.112,0.8000025212667046,17.935088663326816
Bosnia & Herzegovina,20.0,2.7888592481574084,Europe,Eastern Europe,2.112,0.6768592481574083,15.174365462091801
Bosnia & Herzegovina,30.0,2.670646623370591,Europe,Eastern Europe,2.112,0.5586466233705911,12.524181431022562
Bosnia & Herzegovina,40.0,2.59554240571961,Europe,Eastern Europe,2.112,0.4835424057196098,10.840435734287338
Bosnia & Herzegovina,50.0,2.4850794058705983,Europe,Eastern Europe,2.112,0.3730794058705982,8.363988918629614
Botswana,10.0,2.642043788490907,Africa,Southern Africa,15.728,-13.085956211509092,5.290033980642168
Botswana,20.0,0.2409189834639315,Africa,Southern Africa,15.728,-15.487081016536068,6.260695322087286
Botswana,30.0,0.0205591426725815,Africa,Southern Africa,15.728,-15.707440857327418,6.349776397013236
Botswana,40.0,0.008122108901946,Africa,Southern Africa,15.728,-15.719877891098054,6.354804102302911
Botswana,50.0,0.0013229667303201,Africa,Southern Africa,15.728,-15.726677033269679,6.3575526743251425
Brazil,10.0,548.4745129821171,Americas,South America,560.72,-12.245487017882965,0.003894789300502544
Brazil,20.0,533.3126712831902,Americas,South America,560.72,-27.407328716809843,0.008717151917739046
Brazil,30.0,519.4125962039997,Americas,South America,560.72,-41.30740379600036,0.013138198105248931
Brazil,40.0,503.6287570104367,Americas,South America,560.72,-57.09124298956334,0.018158392722430416
Brazil,50.0,475.3378955315959,Americas,South America,560.72,-85.38210446840412,0.02715656032726922
Brunei,10.0,0.5410706649550501,Asia and the Pacific,Southeast Asia,0.397,0.14407066495505005,91.41017642079451
Brunei,20.0,0.5388729714763454,Asia and the Pacific,Southeast Asia,0.397,0.14187297147634537,90.01578049244989
Brunei,30.0,0.5365885974656076,Asia and the Pacific,Southeast Asia,0.397,0.1395885974656076,88.56638736722368
Brunei,40.0,0.5347170557795531,Asia and the Pacific,Southeast Asia,0.397,0.13771705577955307,87.37892872840577
Brunei,50.0,0.5311636181976227,Asia and the Pacific,Southeast Asia,0.397,0.13416361819762268,85.1243382025282
Bulgaria,10.0,4.441633187261891,Europe,Eastern Europe,3.375,1.0666331872618908,9.364132233849247
Bulgaria,20.0,4.298219105149225,Europe,Eastern Europe,3.375,0.9232191051492249,8.105078563724334
Bulgaria,30.0,4.1144517619878,Europe,Eastern Europe,3.375,0.7394517619877998,6.4917575812372
Bulgaria,40.0,3.958659004943309,Europe,Eastern Europe,3.375,0.5836590049433088,5.124029673027677
Bulgaria,50.0,3.8329025723338823,Europe,Eastern Europe,3.375,0.4579025723338823,4.019995148061518
Burkina Faso,10.0,3.3821995975514616,Africa,West Africa,6.378,-2.9958004024485385,7.364509809188813
Burkina Faso,20.0,0.0163525901708222,Africa,West Africa,6.378,-6.361647409829178,15.638696995299032
Burkina Faso,30.0,0.00012696892027647732,Africa,West Africa,6.378,-6.377873031079724,15.678584080821203
Burkina Faso,40.0,2.9292540338134777e-05,Africa,West Africa,6.378,-6.377970707459662,15.678824196503674
Burkina Faso,50.0,5.876804614257811e-06,Africa,West Africa,6.378,-6.377994123195386,15.678881758888433
Burma,10.0,44.88369166157402,Asia and the Pacific,Southeast Asia,34.868,10.015691661574017,0.8238096434314126
Burma,20.0,43.78752745213029,Asia and the Pacific,Southeast Asia,34.868,8.91952745213029,0.7336480572886742
Burma,30.0,42.66772441720623,Asia and the Pacific,Southeast Asia,34.868,7.799724417206228,0.6415421328967058
Burma,40.0,41.71717335189354,Asia and the Pacific,Southeast Asia,34.868,6.8491733518935405,0.5633575041523011
Burma,50.0,39.59067935514697,Asia and the Pacific,Southeast Asia,34.868,4.7226793551469655,0.3884493380053885
Burundi,10.0,2.2839018064088394,Africa,East Africa,0.194,2.0899018064088395,5552.932847297374
Burundi,20.0,1.293251320053673,Africa,East Africa,0.194,1.099251320053673,2920.74428752703
Burundi,30.0,0.5366822051745025,Africa,East Africa,0.194,0.3426822051745025,910.5170718846383
Burundi,40.0,0.3175510539792622,Africa,East Africa,0.194,0.1235510539792622,328.27891906489054
Burundi,50.0,0.1410707177318337,Africa,East Africa,0.194,-0.05292928226816632,140.6347174730745
Cabo Verde,10.0,0.0111463880802676,Africa,West Africa,0.038,-0.0268536119197324,1859.6684154939335
Cabo Verde,20.0,0.0084337247282652,Africa,West Africa,0.038,-0.029566275271734797,2047.5259883472852
Cabo Verde,30.0,0.0073542591558555,Africa,West Africa,0.038,-0.0306457408441445,2122.2812218936633
Cabo Verde,40.0,0.0071129993371075,Africa,West Africa,0.038,-0.0308870006628925,2138.9889655742727
Cabo Verde,50.0,0.0037366388080049,Africa,West Africa,0.038,-0.0342633611919951,2372.808946814065
Cambodia,10.0,10.292989855229663,Asia and the Pacific,Southeast Asia,10.781,-0.4880101447703371,0.4198660487981554
Cambodia,20.0,9.484213064101096,Asia and the Pacific,Southeast Asia,10.781,-1.2967869358989041,1.11570796784394
Cambodia,30.0,8.811921866907674,Asia and the Pacific,Southeast Asia,10.781,-1.9690781330923262,1.6941226824401376
Cambodia,40.0,8.327958501593345,Asia and the Pacific,Southeast Asia,10.781,-2.4530414984066553,2.110507030460636
Cambodia,50.0,7.491060043854504,Asia and the Pacific,Southeast Asia,10.781,-3.2899399561454965,2.830543801133596
Cameroon,10.0,41.71439182286021,Africa,Central Africa,21.597,20.117391822860206,4.313053230382371
Cameroon,20.0,36.9435252842927,Africa,Central Africa,21.597,15.346525284292696,3.290206853621479
Cameroon,30.0,31.428053450627747,Africa,Central Africa,21.597,9.831053450627746,2.107721379423987
Cameroon,40.0,28.810345756347587,Africa,Central Africa,21.597,7.213345756347586,1.546499888764239
Cameroon,50.0,25.247377607578667,Africa,Central Africa,21.597,3.6503776075786654,0.7826199872784592
Canada,10.0,470.58910977718295,Americas,North America,360.305,110.28410977718295,0.08495175670762448
Canada,20.0,441.38005125883757,Americas,North America,360.305,81.07505125883756,0.06245204357648923
Canada,30.0,417.70445695080025,Americas,North America,360.305,57.39945695080024,0.04421475325761751
Canada,40.0,389.2726370236999,Americas,North America,360.305,28.967637023699865,0.022313746357512515
Canada,50.0,323.6437529292114,Americas,North America,360.305,-36.66124707078859,0.028240127685195307
Central African Rep,10.0,60.048535136391735,Africa,Central Africa,46.085,13.963535136391734,0.657470389870896
Central African Rep,20.0,54.94643036752058,Africa,Central Africa,46.085,8.861430367520576,0.4172387595003438
Central African Rep,30.0,47.07367835559164,Africa,Central Africa,46.085,0.9886783555916381,0.04655173189013235
Central African Rep,40.0,41.81942288129241,Africa,Central Africa,46.085,-4.26557711870759,0.2008438854392965
Central African Rep,50.0,30.78394677493149,Africa,Central Africa,46.085,-15.301053225068511,0.7204471740900916
Chad,10.0,13.103521128305031,Africa,West Africa,6.353,6.7505211283050315,16.725518508169763
Chad,20.0,1.8864281286651463,Africa,West Africa,6.353,-4.466571871334853,11.066661237284238
Chad,30.0,0.4087064422485289,Africa,West Africa,6.353,-5.944293557751471,14.727958038867728
Chad,40.0,0.1219882053456242,Africa,West Africa,6.353,-6.231011794654376,15.43834929412085
Chad,50.0,0.0072775535768749,Africa,West Africa,6.353,-6.3457224464231246,15.72256366702278
Chile,10.0,19.074887288859134,Americas,South America,17.425,1.6498872888591336,0.5433863230558951
Chile,20.0,18.494772605905546,Americas,South America,17.425,1.0697726059055448,0.3523269781846099
Chile,30.0,17.817709417438373,Americas,South America,17.425,0.39270941743837184,0.1293378813281341
Chile,40.0,17.318133717751753,Americas,South America,17.425,-0.10686628224824801,0.035196147374214316
Chile,50.0,16.447312973872,Americas,South America,17.425,-0.9776870261280024,0.3219988188371981
China,10.0,189.9461633179745,Asia and the Pacific,East Asia,177.001,12.945163317974504,0.04131959860251606
China,20.0,176.86947913231745,Asia and the Pacific,East Asia,177.001,-0.13152086768255344,0.00041980076473442586
China,30.0,163.01513146939067,Asia and the Pacific,East Asia,177.001,-13.985868530609338,0.04464142008853079
China,40.0,152.09822792412768,Asia and the Pacific,East Asia,177.001,-24.90277207587232,0.07948702700693237
China,50.0,131.52825809998268,Asia and the Pacific,East Asia,177.001,-45.472741900017326,0.14514420533077663
Colombia,10.0,84.43869856468667,Americas,South America,62.57,21.868698564686675,0.5585867482486848
Colombia,20.0,82.91458566146284,Americas,South America,62.57,20.344585661462837,0.5196567100455695
Colombia,30.0,81.78381692766175,Americas,South America,62.57,19.213816927661746,0.490773764489075
Colombia,40.0,80.63620087734935,Americas,South America,62.57,18.066200877349353,0.46146049210179413
Colombia,50.0,78.28876832312177,Americas,South America,62.57,15.718768323121772,0.4015006040764284
Comoros,10.0,0.1578897384297761,Africa,Indian Ocean Islands,0.043,0.11488973842977611,6213.6148420646905
Comoros,20.0,0.1507743948281532,Africa,Indian Ocean Islands,0.043,0.1077743948281532,5828.793662961233
Comoros,30.0,0.1344204703695275,Africa,Indian Ocean Islands,0.043,0.09142047036952751,4944.319652218903
Comoros,40.0,0.1271755002779604,Africa,Indian Ocean Islands,0.043,0.0841755002779604,4552.487846293154
Comoros,50.0,0.105721424794183,Africa,Indian Ocean Islands,0.043,0.06272142479418301,3392.1808974679843
Cook Is,10.0,0.0,Asia and the Pacific,Pacific Region,0.016,-0.016,6250.0
Cook Is,20.0,0.0,Asia and the Pacific,Pacific Region,0.016,-0.016,6250.0
Cook Is,30.0,0.0,Asia and the Pacific,Pacific Region,0.016,-0.016,6250.0
Cook Is,40.0,0.0,Asia and the Pacific,Pacific Region,0.016,-0.016,6250.0
Cook Is,50.0,0.0,Asia and the Pacific,Pacific Region,0.016,-0.016,6250.0
Costa Rica,10.0,4.103394841833626,Americas,Central America and Mexico,2.849,1.2543948418336255,15.454300799460594
Costa Rica,20.0,3.9939757347977767,Americas,Central America and Mexico,2.849,1.1449757347977765,14.106243762755504
Costa Rica,30.0,3.9126325205856713,Americas,Central America and Mexico,2.849,1.0636325205856711,13.104085225024873
Costa Rica,40.0,3.8323683299393303,Americas,Central America and Mexico,2.849,0.9833683299393301,12.115220392114209
Costa Rica,50.0,3.6828270778223136,Americas,Central America and Mexico,2.849,0.8338270778223134,10.272853527175464
Cote d'Ivoire,10.0,30.962141542701804,Africa,West Africa,6.163,24.799141542701804,65.29084839601504
Cote d'Ivoire,20.0,21.68633759119923,Africa,West Africa,6.163,15.52333759119923,40.86963573000875
Cote d'Ivoire,30.0,14.891121307397,Africa,West Africa,6.163,8.728121307397,22.979281120760948
Cote d'Ivoire,40.0,11.837578566932452,Africa,West Africa,6.163,5.6745785669324516,14.939954606368126
Cote d'Ivoire,50.0,6.377687765153452,Africa,West Africa,6.163,0.21468776515345134,0.565227078646132
Croatia,10.0,2.6529857989352865,Europe,Eastern Europe,1.885,0.7679857989352865,21.613767744381136
Croatia,20.0,2.536074010777688,Europe,Eastern Europe,1.885,0.6510740107776878,18.32346701314124
Croatia,30.0,2.4017113960512426,Europe,Eastern Europe,1.885,0.5167113960512426,14.542039866635031
Croatia,40.0,2.3136176991527297,Europe,Eastern Europe,1.885,0.42861769915272974,12.062779563712676
Croatia,50.0,2.202800558250423,Europe,Eastern Europe,1.885,0.3178005582504231,8.944003215400745
Cuba,10.0,4.363204979624317,Americas,Caribbean,2.699,1.6642049796243175,22.845520017147376
Cuba,20.0,4.159091311249117,Americas,Caribbean,2.699,1.4600913112491174,20.043531708176157
Cuba,30.0,3.988957519872256,Americas,Caribbean,2.699,1.2899575198722562,17.708005144993614
Cuba,40.0,3.8216424934659425,Americas,Caribbean,2.699,1.1226424934659427,15.411173425503232
Cuba,50.0,3.5853451881566105,Americas,Caribbean,2.699,0.8863451881566107,12.16738141398013
Cyprus,10.0,0.1812768912459349,Near East,South/East Mediterranean,0.172,0.00927689124593492,31.357798965437134
Cyprus,20.0,0.1510945986440077,Near East,South/East Mediterranean,0.172,-0.02090540135599228,70.66455298807558
Cyprus,30.0,0.1019960698023517,Near East,South/East Mediterranean,0.172,-0.07000393019764829,236.62767103044987
Cyprus,40.0,0.0919538375388516,Near East,South/East Mediterranean,0.172,-0.08004616246114839,270.57247992546104
Cyprus,50.0,0.06138013829779,Near East,South/East Mediterranean,0.172,-0.11061986170220998,373.9178667597688
Czechia,10.0,3.2563533024245808,Europe,Eastern Europe,2.865,0.39135330242458055,4.767818894152883
Czechia,20.0,3.169584913915568,Europe,Eastern Europe,2.865,0.30458491391556786,3.7107281283781552
Czechia,30.0,3.089204614083232,Europe,Eastern Europe,2.865,0.22420461408323167,2.731462820320248
Czechia,40.0,3.023166283275076,Europe,Eastern Europe,2.865,0.15816628327507587,1.9269243140274037
Czechia,50.0,2.886637193132332,Europe,Eastern Europe,2.865,0.02163719313233159,0.2636038014592873
Dem Rep of the Congo,10.0,227.77899756038997,Africa,Central Africa,153.79,73.98899756038998,0.31283184025901484
Dem Rep of the Congo,20.0,220.637565053718,Africa,Central Africa,153.79,66.847565053718,0.28263724989003064
Dem Rep of the Congo,30.0,199.28287239590628,Africa,Central Africa,153.79,45.49287239590629,0.19234777412228116
Dem Rep of the Congo,40.0,186.1948429942076,Africa,Central Africa,153.79,32.4048429942076,0.13701046103386316
Dem Rep of the Congo,50.0,164.48624254578357,Africa,Central Africa,153.79,10.696242545783576,0.04522463271276424
Denmark,10.0,0.7573104750323493,Europe,Western Europe,0.572,0.18531047503234932,56.6380003399767
Denmark,20.0,0.7024464199481856,Europe,Western Europe,0.572,0.13044641994818562,39.86943736496456
Denmark,30.0,0.6577865735474716,Europe,Western Europe,0.572,0.08578657354747166,26.219672584072473
Denmark,40.0,0.6213305275131107,Europe,Western Europe,0.572,0.049330527513110733,15.07730436485609
Denmark,50.0,0.5565937798646963,Europe,Western Europe,0.572,-0.015406220135303683,4.708732742219572
Djibouti,10.0,1.4094478962019376e-05,Africa,East Africa,0.006,-0.005985905521037981,16627.515336216613
Djibouti,20.0,7.004596435546874e-07,Africa,East Africa,0.006,-0.005999299540356446,16664.72094543457
Djibouti,30.0,8.74137451171875e-08,Africa,East Africa,0.006,-0.005999912586254883,16666.423850708008
Djibouti,40.0,8.74137451171875e-08,Africa,East Africa,0.006,-0.005999912586254883,16666.423850708008
Djibouti,50.0,8.74137451171875e-08,Africa,East Africa,0.006,-0.005999912586254883,16666.423850708008
Dominica,10.0,0.068211894931025,Americas,Caribbean,0.059,0.009211894931025005,264.633580322465
Dominica,20.0,0.067729464598733,Americas,Caribbean,0.059,0.008729464598733,250.77462219859234
Dominica,30.0,0.0674651323436856,Americas,Caribbean,0.059,0.008465132343685608,243.1810498042404
Dominica,40.0,0.0672386827469819,Americas,Caribbean,0.059,0.008238682746981904,236.67574682510502
Dominica,50.0,0.0667986625749816,Americas,Caribbean,0.059,0.007798662574981602,224.03512137264013
Dominican Republic,10.0,2.87654142740527,Americas,Caribbean,2.166,0.7105414274052699,15.14511235516042
Dominican Republic,20.0,2.7142655416486807,Americas,Caribbean,2.166,0.5482655416486808,11.686219702987257
Dominican Republic,30.0,2.5892976110730683,Americas,Caribbean,2.166,0.4232976110730684,9.022542011074117
Dominican Republic,40.0,2.459856725304085,Americas,Caribbean,2.166,0.29385672530408513,6.263523771304981
Dominican Republic,50.0,2.2441254470623204,Americas,Caribbean,2.166,0.0781254470623205,1.6652353091878367
Ecuador,10.0,19.74826986634348,Americas,South America,13.731,6.017269866343481,3.1915022515224107
Ecuador,20.0,19.345404911877083,Americas,South America,13.731,5.614404911877083,2.9778265418071848
Ecuador,30.0,19.02725972691449,Americas,South America,13.731,5.29625972691449,2.809085385656226
Ecuador,40.0,18.67868420653561,Americas,South America,13.731,4.947684206535611,2.62420427132608
Ecuador,50.0,17.91872752793148,Americas,South America,13.731,4.1877275279314805,2.221130534449057
Egypt,10.0,0.955950617918848,Near East,South/East Mediterranean,0.004,0.9519506179188479,5949691.3619928
Egypt,20.0,0.6866310461235989,Near East,South/East Mediterranean,0.004,0.6826310461235989,4266444.0382724935
Egypt,30.0,0.1544421165492096,Near East,South/East Mediterranean,0.004,0.1504421165492096,940263.22843256
Egypt,40.0,0.0746156654138128,Near East,South/East Mediterranean,0.004,0.0706156654138128,441347.90883632994
Egypt,50.0,0.0149556974174151,Near East,South/East Mediterranean,0.004,0.0109556974174151,68473.10885884437
El Salvador,10.0,1.1462031183210672,Americas,Central America and Mexico,0.706,0.4402031183210673,88.3168788612916
El Salvador,20.0,1.0677770445213126,Americas,Central America and Mexico,0.706,0.36177704452131265,72.5824467978462
El Salvador,30.0,1.0030325030288163,Americas,Central America and Mexico,0.706,0.29703250302881634,59.59290721954601
El Salvador,40.0,0.9459801560519968,Americas,Central America and Mexico,0.706,0.23998015605199685,48.14663388117971
El Salvador,50.0,0.8109761995330804,Americas,Central America and Mexico,0.706,0.10497619953308046,21.06111908712061
Equatorial Guinea,10.0,2.660897478292477,Africa,Central Africa,2.616,0.04489747829247692,0.6560643963003038
Equatorial Guinea,20.0,2.6561343977647374,Africa,Central Africa,2.616,0.04013439776473726,0.5864638826455122
Equatorial Guinea,30.0,2.648530734376626,Africa,Central Africa,2.616,0.03253073437662568,0.4753553522755999
Equatorial Guinea,40.0,2.643847510552789,Africa,Central Africa,2.616,0.02784751055278889,0.40692174469725373
Equatorial Guinea,50.0,2.627538273221824,Africa,Central Africa,2.616,0.011538273221824102,0.16860301610508055
Eritrea,10.0,0.0016488128279991,Africa,East Africa,1.592,-1.590351187172001,62.74901467024194
Eritrea,20.0,8.827301730957013e-05,Africa,East Africa,1.592,-1.5919117269826906,62.810587445025476
Eritrea,30.0,4.404414270019531e-06,Africa,East Africa,1.592,-1.5919955955857301,62.81389657086193
Eritrea,40.0,2.5932994018554686e-06,Africa,East Africa,1.592,-1.5919974067005982,62.8139680303448
Eritrea,50.0,2.3341256835937497e-06,Africa,East Africa,1.592,-1.5919976658743165,62.81397825632229
Estonia,10.0,2.77490262232247,Europe,Eastern Europe,2.239,0.5359026223224701,10.689999749107795
Estonia,20.0,2.695294670287834,Europe,Eastern Europe,2.239,0.4562946702878343,9.102007916581993
Estonia,30.0,2.633596566626709,Europe,Eastern Europe,2.239,0.39459656662670906,7.871275531284984
Estonia,40.0,2.5766920433452323,Europe,Eastern Europe,2.239,0.3376920433452324,6.736163825793002
Estonia,50.0,2.4599161288519484,Europe,Eastern Europe,2.239,0.22091612885194856,4.4067583617460775
Ethiopia,10.0,31.85175443750785,Africa,East Africa,27.809,4.042754437507849,0.5227651386204686
Ethiopia,20.0,19.95274085485958,Africa,East Africa,27.809,-7.85625914514042,1.015886189609725
