country,threshold,area_Mha,region,subregion,FAO_2000_Mha,deviation_Mha,deviation_%,GLC_Mha,deviation_GLC_Mha,deviation_GLC_%
"Bahamas, The",50,0.2451034499255548,Americas,Caribbean,0.51,-0.26489655007444524,51.9405000145971,0.3788776918564364,-0.13377424193088158,35.308028106751415
Bahrain,10,0.0,Near East,West Asia,0.001,-0.001,100.0,0.0009557072162698,-0.0009557072162698,100.0
Bahrain,20,0.0,Near East,West Asia,0.001,-0.001,100.0,0.0009557072162698,-0.0009557072162698,100.0
Bahrain,30,0.0,Near East,West Asia,0.001,-0.001,100.0,0.0009557072162698,-0.0009557072162698,100.0
Bahrain,40,0.0,Near East,West Asia,0.001,-0.001,100.0,0.0009557072162698,-0.0009557072162698,100.0
Bahrain,50,0.0,Near East,West Asia,0.001,-0.001,100.0,0.0009557072162698,-0.0009557072162698,100.0
Bangladesh,10,2.651751364917459,Asia and the Pacific,South Asia,1.92,0.731751364917459,38.112050256117655,1.3311885461372182,1.3205628187802407,99.20178644957466
Bangladesh,20,2.197522395478738,Asia and the Pacific,South Asia,1.92,0.277522395478738,14.454291431184274,1.3311885461372182,0.8663338493415198,65.07972532181167
Bangladesh,30,1.9291116962552377,Asia and the Pacific,South Asia,1.92,0.009111696255237778,0.4745675132936343,1.3311885461372182,0.5979231501180196,44.91648849090878
Bangladesh,40,1.8045661104696409,Asia and the Pacific,South Asia,1.92,-0.11543388953035905,6.0121817463728675,1.3311885461372182,0.47337756433242273,35.560519635332504
Bangladesh,50,1.5082787312282715,Asia and the Pacific,South Asia,1.92,-0.41172126877172843,21.443816081860856,1.3311885461372182,0.17709018509105334,13.30316322243949
Barbados,10,0.006099691043378,Americas,Caribbean,0.006,9.969104337799982e-05,1.6615173896333304,0.0092318820791533,-0.0031321910357753006,33.927979245403975
Barbados,20,0.0056124421099161,Americas,Caribbean,0.006,-0.0003875578900839,6.459298168065001,0.0092318820791533,-0.0036194399692372004,39.2058730625506
Barbados,30,0.005295561391826,Americas,Caribbean,0.006,-0.0007044386081739998,11.740643469566663,0.0092318820791533,-0.0039363206873273,42.63833369596418
Barbados,40,0.0049689612097093,Americas,Caribbean,0.006,-0.0010310387902906998,17.183979838178328,0.0092318820791533,-0.004262920869444,46.17607583041152
Barbados,50,0.0046382862205412,Americas,Caribbean,0.006,-0.0013617137794588,22.695229657646667,0.0092318820791533,-0.0045935958586121005,49.75795638665048
Belarus,10,9.71750741851072,Europe,Eastern Europe,8.273,1.444507418510721,17.46050306431429,9.86750366728416,-0.14999624877343898,1.5201032989808108
Belarus,20,9.430437395091094,Europe,Eastern Europe,8.273,1.157437395091094,13.990540252521383,9.86750366728416,-0.43706627219306604,4.429349984861573
Belarus,30,9.15668270446243,Europe,Eastern Europe,8.273,0.88368270446243,10.681526706907169,9.86750366728416,-0.7108209628217299,7.20365542075719
