country,threshold,area_Mha,region,subregion,FAO_2000_Mha,deviation_Mha,deviation_%,bin,estimation
Netherlands,50,0.4744343802672371,Europe,Western Europe,0.36,0.11443438026723712,31.78732785201031,Low (< 4 Mha),underestimated
New Zealand,10,11.445539807350624,Asia and the Pacific,Pacific Region,9.85,1.5955398073506242,16.19837367868654,Medium (4-37 Mha),underestimated
New Zealand,20,11.303871448610868,Asia and the Pacific,Pacific Region,9.85,1.4538714486108688,14.760116229551967,Medium (4-37 Mha),underestimated
New Zealand,30,11.122894083855543,Asia and the Pacific,Pacific Region,9.85,1.2728940838555438,12.922782577213642,Medium (4-37 Mha),underestimated
New Zealand,40,10.983776449543024,Asia and the Pacific,Pacific Region,9.85,1.1337764495430243,11.510420807543394,Medium (4-37 Mha),underestimated
New Zealand,50,10.66728296813579,Asia and the Pacific,Pacific Region,9.85,0.8172829681357907,8.297289016607012,Medium (4-37 Mha),underestimated
Nicaragua,10,8.419757268755877,Americas,Central America and Mexico,6.106,2.313757268755877,37.89317505332259,Medium (4-37 Mha),underestimated
Nicaragua,20,8.078703315620004,Americas,Central America and Mexico,6.106,1.972703315620004,32.30762062921723,Medium (4-37 Mha),underestimated
Nicaragua,30,7.804279023846602,Americas,Central America and Mexico,6.106,1.6982790238466023,27.813282408231288,Medium (4-37 Mha),underestimated
Nicaragua,40,7.551824875187301,Americas,Central America and Mexico,6.106,1.4458248751873013,23.678756554001005,Medium (4-37 Mha),underestimated
Nicaragua,50,7.086142764031934,Americas,Central America and Mexico,6.106,0.9801427640319345,16.05212518886234,Medium (4-37 Mha),underestimated
Niger,10,0.0269232094943816,Africa,West Africa,1.328,-1.3010767905056184,97.97264988747126,Low (< 4 Mha),overestimated
Niger,20,3.146268173777861e-05,Africa,West Africa,1.328,-1.3279685373182624,99.9976308221583,Low (< 4 Mha),overestimated
Niger,30,2.356456616210937e-06,Africa,West Africa,1.328,-1.3279976435433838,99.99982255597769,Low (< 4 Mha),overestimated
Niger,40,7.844035888671875e-07,Africa,West Africa,1.328,-1.327999215596411,99.99994093346469,Low (< 4 Mha),overestimated
