state,10-20,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100
Oregon,891614.9144500993,673441.3121653729,467278.5915686146,663502.2180797891,455218.084819553,333483.4455578771,695478.8163853664,1162912.7426963516,3859745.495441205
