country,threshold,area_Mha
Timor-Leste,10,0.849059815132272
Timor-Leste,20,0.8031685847114507
Timor-Leste,30,0.7261144457425761
Timor-Leste,40,0.6750863749979906
Timor-Leste,50,0.6182240517191114
Togo,10,4.318550807273529
Togo,20,1.4272272152166148
Togo,30,0.55279764044926
Togo,40,0.3536883865595586
Togo,50,0.1244602546060467
Tonga,10,0.0
Tonga,20,0.0
Tonga,30,0.0
Tonga,40,0.0
Tonga,50,0.0
Trinidad & Tobago,10,0.3969889336102698
Trinidad & Tobago,20,0.3917990974723767
Trinidad & Tobago,30,0.387844978763988
Trinidad & Tobago,40,0.3842172710047786
Trinidad & Tobago,50,0.3790483197034529
Tunisia,10,0.2920033582504432
Tunisia,20,0.2524661128005028
Tunisia,30,0.2261556481305195
Tunisia,40,0.210433711337253
Tunisia,50,0.1790916084026751
Turkey,10,12.990688911330777
Turkey,20,11.739535882606834
Turkey,30,10.063975106860047
Turkey,40,9.400474264390349
Turkey,50,8.209831207643694
Turkmenistan,10,0.0313516087330747
Turkmenistan,20,0.0161019377269808
Turkmenistan,30,0.0108958120138088
Turkmenistan,40,0.0087464692285568
Turkmenistan,50,0.0057180073232935
Tuvalu,10,0.0
Tuvalu,20,0.0
Tuvalu,30,0.0
Tuvalu,40,0.0
Tuvalu,50,0.0
Uganda,10,18.38184276158388
Uganda,20,12.819743711884549
Uganda,30,7.763072078160067
Uganda,40,5.732929078026715
Uganda,50,3.271003513613196
Ukraine,10,13.2249352851511
Ukraine,20,12.11502306721194
Ukraine,30,11.124606247798608
Ukraine,40,10.519004957386608
Ukraine,50,9.68272566515182
United Arab Emirates,10,2.1824194213867185e-06
United Arab Emirates,20,0.0
United Arab Emirates,30,0.0
United Arab Emirates,40,0.0
United Arab Emirates,50,0.0
United Kingdom,10,4.494777472832365
United Kingdom,20,4.011652727253108
United Kingdom,30,3.68191714803102
United Kingdom,40,3.3887354319875977
United Kingdom,50,2.9515709297572648
United States,10,258.33922992328866
United States,20,242.5573905003908
United States,30,229.31021872676803
United States,40,218.8530249652686
United States,50,207.2405471418462
Uruguay,10,1.881454261747456
Uruguay,20,1.7848873217477157
Uruguay,30,1.6979124540032615
Uruguay,40,1.598486116938192
Uruguay,50,1.38995916884725
Uzbekistan,10,0.2630841852763585
Uzbekistan,20,0.1696228799262692
Uzbekistan,30,0.1094228241914188
Uzbekistan,40,0.0879681071980064
Uzbekistan,50,0.0522028655380768
Vanuatu,10,1.0549662991543665
Vanuatu,20,1.0532819449775566
Vanuatu,30,1.0510897404205892
Vanuatu,40,1.0478633364965595
Vanuatu,50,1.0350892847605264
Venezuela,10,58.85864295263922
Venezuela,20,57.62190014471655
Venezuela,30,56.59394558773136
Venezuela,40,55.48550861055218
Venezuela,50,53.75549738511595
Vietnam,10,18.13445792138015
Vietnam,20,17.289891950887053
Vietnam,30,16.533178495291875
Vietnam,40,15.944062258913611
Vietnam,50,14.736396445561407
West Bank,10,0.001208134795268
West Bank,20,0.0007927899048265442
West Bank,30,0.0003880048673900658
West Bank,40,0.0003250793625577316
West Bank,50,0.00015814409057844555
Yemen,10,0.0075521256470518
Yemen,20,0.0010420550670776
Yemen,30,0.00012467246355590814
Yemen,40,6.079396862182616e-05
Yemen,50,7.824487689208983e-06
Zambia,10,61.58971057229657
Zambia,20,39.95742666807981
Zambia,30,24.100329614285037
Zambia,40,17.750224356912636
Zambia,50,9.22192793271933
Zimbabwe,10,18.678327691582677
Zimbabwe,20,4.240769570178498
Zimbabwe,30,1.4237556373145774
Zimbabwe,40,0.7637492518944868
Zimbabwe,50,0.2988215534729052
