state,51 Open evergreen broadleaved,52 Closed evergreen broadleaved,61 Open deciduous broadleaved,62 Closed deciduous broadleaved,71 Open evergreen needleleaved,72 Closed evergreen needleleaved,81 Open deciduous needleleaved,82 Closed deciduous needleleaved,91 Open mixed forest,92 Closed mixed forest
Oregon,2952.661336781596,1588.58422567878,194256.0405125612,16622.095092958327,1308520.5536770052,9093920.8824064,1571889.590510347,81956.19580336177,83268.84296380547,0.0
